Output source file name: T725
||||Date|(%)
Company Code|Company Name|Equity Owner Type|Equity Owner Name|Holding Date|Percent Shares
248092|Tata Elxsi Ltd.|Non-Promoters|Huf|31-12-2019|1.000000
248092|Tata Elxsi Ltd.|Non-Promoters|Huf|31-03-2020|0.900000
248092|Tata Elxsi Ltd.|Non-Promoters|Iepf|30-06-2019|0.440000
248092|Tata Elxsi Ltd.|Non-Promoters|Iepf|30-09-2019|0.490000
248092|Tata Elxsi Ltd.|Non-Promoters|Iepf|31-12-2019|0.490000
248092|Tata Elxsi Ltd.|Non-Promoters|Iepf|31-03-2020|0.490000
248092|Tata Elxsi Ltd.|Non-Promoters|J P Morgan Funds|30-06-2019|1.730000
248092|Tata Elxsi Ltd.|Non-Promoters|J P Morgan Funds|30-09-2019|2.320000
248092|Tata Elxsi Ltd.|Non-Promoters|J P Morgan Funds|31-12-2019|2.320000
248092|Tata Elxsi Ltd.|Non-Promoters|J P Morgan Funds|31-03-2020|2.300000
248092|Tata Elxsi Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|1.540000
248092|Tata Elxsi Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|1.520000
248092|Tata Elxsi Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|1.690000
248092|Tata Elxsi Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|1.730000
248092|Tata Elxsi Ltd.|Non-Promoters|Somerset Emerging Markets Small Cap Fund Llc|31-12-2019|1.270000
248092|Tata Elxsi Ltd.|Non-Promoters|Somerset Emerging Markets Small Cap Fund Llc|31-03-2020|1.270000
248092|Tata Elxsi Ltd.|Non-Promoters|Trusts|30-06-2019|0.140000
248092|Tata Elxsi Ltd.|Non-Promoters|Trusts|30-09-2019|0.070000
248092|Tata Elxsi Ltd.|Non-Promoters|Trusts|31-12-2019|0.070000
248092|Tata Elxsi Ltd.|Non-Promoters|Trusts|31-03-2020|0.070000
248092|Tata Elxsi Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|2.300000
248092|Tata Elxsi Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|2.300000
248092|Tata Elxsi Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|2.300000
248092|Tata Elxsi Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|2.300000
248092|Tata Elxsi Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|42.220001
248092|Tata Elxsi Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|42.220001
248092|Tata Elxsi Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|42.220001
248092|Tata Elxsi Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|42.220001
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Bodies Corporate- Non-Nbfc|30-06-2019|0.000000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Clearing Member|30-06-2019|0.260000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.230000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.240000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.260000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.060000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.100000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.100000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.100000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Huf|30-06-2019|0.520000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Huf|30-09-2019|0.510000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Huf|31-12-2019|0.500000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Huf|31-03-2020|0.510000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Iepf|30-06-2019|0.070000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Iepf|30-09-2019|0.070000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Iepf|31-12-2019|0.080000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Iepf|31-03-2020|0.080000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.640000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.700000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.710000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.680000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Trusts|30-06-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Trusts|30-09-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Trusts|31-12-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Non-Promoters|Trusts|31-03-2020|0.030000
248135|Tata Investment Corpn. Ltd.|Promoters|Af-Taab Investment Company Limited|30-06-2019|1.570000
248135|Tata Investment Corpn. Ltd.|Promoters|Af-Taab Investment Company Limited|30-09-2019|1.570000
248135|Tata Investment Corpn. Ltd.|Promoters|Af-Taab Investment Company Limited|31-12-2019|1.570000
248135|Tata Investment Corpn. Ltd.|Promoters|Af-Taab Investment Company Limited|31-03-2020|1.570000
248135|Tata Investment Corpn. Ltd.|Promoters|Ewart Investments Limited|30-06-2019|1.590000
248135|Tata Investment Corpn. Ltd.|Promoters|Ewart Investments Limited|30-09-2019|1.590000
248135|Tata Investment Corpn. Ltd.|Promoters|Ewart Investments Limited|31-12-2019|1.590000
248135|Tata Investment Corpn. Ltd.|Promoters|Ewart Investments Limited|31-03-2020|1.590000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Chemicals Ltd|30-06-2019|0.870000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Chemicals Ltd|30-09-2019|0.870000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Chemicals Ltd|31-12-2019|0.870000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Chemicals Ltd|31-03-2020|0.870000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Global Beverages Limited|30-06-2019|0.290000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Global Beverages Limited|30-09-2019|0.290000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Global Beverages Limited|31-12-2019|0.290000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Global Beverages Limited|31-03-2020|0.290000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Sons Limited|30-06-2019|68.510002
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|68.510002
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|68.510002
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|68.510002
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Steel Limited|30-06-2019|0.450000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Steel Limited|30-09-2019|0.450000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Steel Limited|31-12-2019|0.450000
248135|Tata Investment Corpn. Ltd.|Promoters|Tata Steel Limited|31-03-2020|0.450000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Brands Limited|30-06-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Brands Limited|30-09-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Brands Limited|31-12-2019|0.030000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Brands Limited|31-03-2020|0.030000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Limited|30-06-2019|0.060000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Limited|30-09-2019|0.060000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Limited|31-12-2019|0.060000
248135|Tata Investment Corpn. Ltd.|Promoters|Trent Limited|31-03-2020|0.060000
248154|Tata Metaliks Ltd.|Locked-In Shares|Tata Steel Limited|30-06-2019|100.000000
248154|Tata Metaliks Ltd.|Locked-In Shares|Tata Steel Limited|30-09-2019|100.000000
248154|Tata Metaliks Ltd.|Locked-In Shares|Tata Steel Limited|31-12-2019|100.000000
248154|Tata Metaliks Ltd.|Locked-In Shares|Tata Steel Limited|31-03-2020|18.080000
248154|Tata Metaliks Ltd.|Non-Promoters|## Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Small And Midcap Fund|30-06-2019|3.130000
248154|Tata Metaliks Ltd.|Non-Promoters|## Aditya Birla Sun Life Trustee Private Limited A?C Aditya Birla Sun Life Small And Midcap Fund|31-12-2019|3.320000
248154|Tata Metaliks Ltd.|Non-Promoters|## Hdfc A/C Mutual Fund|30-06-2019|7.900000
248154|Tata Metaliks Ltd.|Non-Promoters|## Hdfc A/C Mutual Fund|31-12-2019|8.130000
248154|Tata Metaliks Ltd.|Non-Promoters|## Icici Prudential Mutual Fund|30-06-2019|1.170000
248154|Tata Metaliks Ltd.|Non-Promoters|## Icici Prudential Mutual Fund|31-12-2019|1.910000
248154|Tata Metaliks Ltd.|Non-Promoters|## Sbi Mutual Fund|31-12-2019|1.400000
248154|Tata Metaliks Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Small And Midcap Fund|30-09-2019|3.200000
248154|Tata Metaliks Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Small And Midcap Fund|31-03-2020|3.310000
248154|Tata Metaliks Ltd.|Non-Promoters|Clearing Member|30-06-2019|0.020000
248154|Tata Metaliks Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.030000
248154|Tata Metaliks Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.050000
248154|Tata Metaliks Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.060000
248154|Tata Metaliks Ltd.|Non-Promoters|Hdfc A/C Mutual Fund|30-09-2019|8.110000
248154|Tata Metaliks Ltd.|Non-Promoters|Hdfc A/C Mutual Fund|31-03-2020|8.130000
248154|Tata Metaliks Ltd.|Non-Promoters|Icici Prudential Mutual Fund|30-09-2019|1.880000
248154|Tata Metaliks Ltd.|Non-Promoters|Icici Prudential Mutual Fund|31-03-2020|2.050000
248154|Tata Metaliks Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.630000
248154|Tata Metaliks Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.610000
248154|Tata Metaliks Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.560000
248154|Tata Metaliks Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.570000
248154|Tata Metaliks Ltd.|Non-Promoters|Sbi Mutual Fund|31-03-2020|1.390000
248154|Tata Metaliks Ltd.|Non-Promoters|Trusts|30-06-2019|0.020000
248154|Tata Metaliks Ltd.|Non-Promoters|Trusts|30-09-2019|0.020000
248154|Tata Metaliks Ltd.|Non-Promoters|Trusts|31-12-2019|0.020000
248154|Tata Metaliks Ltd.|Non-Promoters|Trusts|31-03-2020|0.020000
248154|Tata Metaliks Ltd.|Promoters|Tata Steel Limited|30-06-2019|55.060001
248154|Tata Metaliks Ltd.|Promoters|Tata Steel Limited|30-09-2019|55.060001
248154|Tata Metaliks Ltd.|Promoters|Tata Steel Limited|31-12-2019|55.060001
248154|Tata Metaliks Ltd.|Promoters|Tata Steel Limited|31-03-2020|55.060001
248093|Tata Motors Ltd.|Locked-In Shares|Tata Sons Private Limited|31-12-2019|89.269997
248093|Tata Motors Ltd.|Locked-In Shares|Tata Sons Private Limited|31-03-2020|89.269997
248093|Tata Motors Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Department|30-06-2019|11.160000
248093|Tata Motors Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Department|30-09-2019|11.120000
248093|Tata Motors Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Department|31-12-2019|10.540000
248093|Tata Motors Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Department|31-03-2020|10.390000
248093|Tata Motors Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.760000
248093|Tata Motors Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.830000
248093|Tata Motors Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.590000
248093|Tata Motors Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.950000
248093|Tata Motors Ltd.|Non-Promoters|Government Of Singapore|31-12-2019|1.990000
248093|Tata Motors Ltd.|Non-Promoters|Government Of Singapore|31-03-2020|1.080000
248093|Tata Motors Ltd.|Non-Promoters|Government Of Singapore *|30-06-2019|3.580000
248093|Tata Motors Ltd.|Non-Promoters|Government Of Singapore *|30-09-2019|2.440000
248093|Tata Motors Ltd.|Non-Promoters|Huf|30-06-2019|0.270000
248093|Tata Motors Ltd.|Non-Promoters|Huf|30-09-2019|0.300000
248093|Tata Motors Ltd.|Non-Promoters|Huf|31-12-2019|0.260000
248093|Tata Motors Ltd.|Non-Promoters|Huf|31-03-2020|0.320000
248093|Tata Motors Ltd.|Non-Promoters|Iepf|30-06-2019|0.130000
248093|Tata Motors Ltd.|Non-Promoters|Iepf|30-09-2019|0.130000
248093|Tata Motors Ltd.|Non-Promoters|Iepf|31-12-2019|0.140000
248093|Tata Motors Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|4.770000
248093|Tata Motors Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|4.770000
248093|Tata Motors Ltd.|Non-Promoters|Life Insurance Corporation Of India *|30-06-2019|5.100000
248093|Tata Motors Ltd.|Non-Promoters|Life Insurance Corporation Of India *|30-09-2019|5.100000
248093|Tata Motors Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.720000
248093|Tata Motors Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.750000
248093|Tata Motors Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.660000
248093|Tata Motors Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.780000
248093|Tata Motors Ltd.|Non-Promoters|Others|30-06-2019|0.000000
248093|Tata Motors Ltd.|Non-Promoters|Others|30-09-2019|0.160000
248093|Tata Motors Ltd.|Non-Promoters|Others|31-12-2019|
248093|Tata Motors Ltd.|Non-Promoters|Others|31-03-2020|
248093|Tata Motors Ltd.|Non-Promoters|Qib - Insurance Regd. With Irda|31-12-2019|0.080000
248093|Tata Motors Ltd.|Non-Promoters|Qib - Insurance Regd. With Irda|31-03-2020|0.070000
248093|Tata Motors Ltd.|Non-Promoters|Qib Insurance Registered With Irda|30-09-2019|0.090000
248093|Tata Motors Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd - Funds|31-03-2020|1.910000
248093|Tata Motors Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd - Funds*|30-06-2019|3.280000
248093|Tata Motors Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd - Funds*|30-09-2019|3.440000
248093|Tata Motors Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd - Funds*|31-12-2019|3.290000
248093|Tata Motors Ltd.|Non-Promoters|Sbi Mutual Fund|31-12-2019|1.180000
248093|Tata Motors Ltd.|Non-Promoters|Sbi Mutual Fund|31-03-2020|1.390000
248093|Tata Motors Ltd.|Non-Promoters|Sbi-Etf Sensex*|30-06-2019|1.280000
248093|Tata Motors Ltd.|Non-Promoters|Sbi-Etf Sensex*|30-09-2019|1.340000
248093|Tata Motors Ltd.|Non-Promoters|Trusts|30-06-2019|0.880000
248093|Tata Motors Ltd.|Non-Promoters|Trusts|30-09-2019|0.930000
248093|Tata Motors Ltd.|Non-Promoters|Trusts|31-12-2019|0.890000
248093|Tata Motors Ltd.|Non-Promoters|Trusts|31-03-2020|0.820000
248093|Tata Motors Ltd.|Non-Promoters|Unclaimed Or Suspense Or Escrow Account|31-03-2020|0.140000
248093|Tata Motors Ltd.|Promoters|Af-Taab Investment Company Limited|30-06-2019|0.010000
248093|Tata Motors Ltd.|Promoters|Af-Taab Investment Company Limited|30-09-2019|0.010000
248093|Tata Motors Ltd.|Promoters|Af-Taab Investment Company Limited|31-12-2019|0.010000
248093|Tata Motors Ltd.|Promoters|Af-Taab Investment Company Limited|31-03-2020|0.010000
248093|Tata Motors Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.100000
248093|Tata Motors Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.100000
248093|Tata Motors Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.090000
248093|Tata Motors Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.090000
248093|Tata Motors Ltd.|Promoters|Simto Investment Company Limited|30-06-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Simto Investment Company Limited|30-09-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Simto Investment Company Limited|31-12-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Simto Investment Company Limited|31-03-2020|0.000000
248093|Tata Motors Ltd.|Promoters|Tata Chemicals Ltd|30-06-2019|0.060000
248093|Tata Motors Ltd.|Promoters|Tata Chemicals Ltd|30-09-2019|0.060000
248093|Tata Motors Ltd.|Promoters|Tata Chemicals Ltd|31-12-2019|0.060000
248093|Tata Motors Ltd.|Promoters|Tata Chemicals Ltd|31-03-2020|0.060000
248093|Tata Motors Ltd.|Promoters|Tata Industries Limited|30-06-2019|2.500000
248093|Tata Motors Ltd.|Promoters|Tata Industries Limited|30-09-2019|2.500000
248093|Tata Motors Ltd.|Promoters|Tata Industries Limited|31-12-2019|2.330000
248093|Tata Motors Ltd.|Promoters|Tata Industries Limited|31-03-2020|2.330000
248093|Tata Motors Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|0.380000
248093|Tata Motors Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|0.380000
248093|Tata Motors Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|0.350000
248093|Tata Motors Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|0.350000
248093|Tata Motors Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|35.290001
248093|Tata Motors Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|35.290001
248093|Tata Motors Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|39.520000
248093|Tata Motors Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|39.520000
248093|Tata Motors Ltd.|Promoters|Tata Steel Limited|30-06-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Tata Steel Limited|30-09-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Tata Steel Limited|31-12-2019|0.000000
248093|Tata Motors Ltd.|Promoters|Tata Steel Limited|31-03-2020|0.000000
248165|Tata Power Co. Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Arbitrage Funds*|30-09-2019|1.150000
248165|Tata Power Co. Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.430000
248165|Tata Power Co. Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.300000
248165|Tata Power Co. Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.290000
248165|Tata Power Co. Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.330000
248165|Tata Power Co. Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
248165|Tata Power Co. Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
248165|Tata Power Co. Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
248165|Tata Power Co. Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
248165|Tata Power Co. Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|30-06-2019|3.320000
248165|Tata Power Co. Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|30-09-2019|3.170000
248165|Tata Power Co. Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|31-12-2019|2.700000
248165|Tata Power Co. Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|31-03-2020|1.690000
248165|Tata Power Co. Ltd.|Non-Promoters|Franklin India Equity Advantage Funds|31-12-2019|1.120000
248165|Tata Power Co. Ltd.|Non-Promoters|Franklin India Equity Advantage Funds|31-03-2020|1.340000
248165|Tata Power Co. Ltd.|Non-Promoters|General Insurance Corporation Of India|30-06-2019|1.920000
248165|Tata Power Co. Ltd.|Non-Promoters|General Insurance Corporation Of India|30-09-2019|1.730000
248165|Tata Power Co. Ltd.|Non-Promoters|General Insurance Corporation Of India|31-12-2019|1.730000
248165|Tata Power Co. Ltd.|Non-Promoters|General Insurance Corporation Of India|31-03-2020|1.730000
248165|Tata Power Co. Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|31-03-2020|1.210000
248165|Tata Power Co. Ltd.|Non-Promoters|Huf|30-06-2019|0.280000
248165|Tata Power Co. Ltd.|Non-Promoters|Huf|30-09-2019|0.280000
248165|Tata Power Co. Ltd.|Non-Promoters|Huf|31-12-2019|0.310000
248165|Tata Power Co. Ltd.|Non-Promoters|Huf|31-03-2020|0.310000
248165|Tata Power Co. Ltd.|Non-Promoters|Icici Prudential Bharat Consumption Funds|31-12-2019|5.460000
248165|Tata Power Co. Ltd.|Non-Promoters|Icici Prudential Bharat Consumption Funds|31-03-2020|8.070000
248165|Tata Power Co. Ltd.|Non-Promoters|Icici Prudential Bharat Consumption Funds*|30-09-2019|4.490000
248165|Tata Power Co. Ltd.|Non-Promoters|Icici Prudential Funds *|30-06-2019|4.300000
248165|Tata Power Co. Ltd.|Non-Promoters|Iepf|30-06-2019|0.250000
248165|Tata Power Co. Ltd.|Non-Promoters|Iepf|30-09-2019|0.250000
248165|Tata Power Co. Ltd.|Non-Promoters|Iepf|31-12-2019|0.290000
248165|Tata Power Co. Ltd.|Non-Promoters|Iepf|31-03-2020|0.290000
248165|Tata Power Co. Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|6.190000
248165|Tata Power Co. Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|6.340000
248165|Tata Power Co. Ltd.|Non-Promoters|Life Insurance Corporation Of India *|30-06-2019|6.210000
248165|Tata Power Co. Ltd.|Non-Promoters|Life Insurance Corporation Of India *|30-09-2019|6.190000
248165|Tata Power Co. Ltd.|Non-Promoters|Mahout Global Emerging Markets Leaders Fund, A Sub-Fund Of The Mahout Delaware Statutory Trust|30-06-2019|1.000000
248165|Tata Power Co. Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|30-06-2019|6.660000
248165|Tata Power Co. Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|30-09-2019|6.660000
248165|Tata Power Co. Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|31-12-2019|6.660000
248165|Tata Power Co. Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|31-03-2020|6.660000
248165|Tata Power Co. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.880000
248165|Tata Power Co. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.890000
248165|Tata Power Co. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.890000
248165|Tata Power Co. Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.900000
248165|Tata Power Co. Ltd.|Non-Promoters|Qib - Insurance Co. Regd. With Irda|30-09-2019|0.080000
248165|Tata Power Co. Ltd.|Non-Promoters|Qib - Insurance Co. Regd. With Irda|31-12-2019|0.150000
248165|Tata Power Co. Ltd.|Non-Promoters|Qib - Insurance Co. Regd. With Irda|31-03-2020|0.100000
248165|Tata Power Co. Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd A/C Reliance Etf Infra Bees Investment Account|30-06-2019|1.580000
248165|Tata Power Co. Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd A/C Reliance Etf Infra Bees Investment Account|30-09-2019|1.960000
248165|Tata Power Co. Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd- A/C Nippon Mutual Funds|31-12-2019|2.040000
248165|Tata Power Co. Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd- A/C Nippon Mutual Funds|31-03-2020|1.870000
248165|Tata Power Co. Ltd.|Non-Promoters|Sbi Etf Bse 100|30-06-2019|1.900000
248165|Tata Power Co. Ltd.|Non-Promoters|Stewart Investors Global Emerging Markets Leaders Fund|30-06-2019|1.850000
248165|Tata Power Co. Ltd.|Non-Promoters|Stewart Investors Global Emerging Markets Leaders Fund|30-09-2019|1.760000
248165|Tata Power Co. Ltd.|Non-Promoters|The New India Assurance Company Limited|30-06-2019|1.970000
248165|Tata Power Co. Ltd.|Non-Promoters|The New India Assurance Company Limited|30-09-2019|1.930000
248165|Tata Power Co. Ltd.|Non-Promoters|The New India Assurance Company Limited|31-12-2019|1.930000
248165|Tata Power Co. Ltd.|Non-Promoters|The New India Assurance Company Limited|31-03-2020|1.930000
248165|Tata Power Co. Ltd.|Non-Promoters|Trusts|30-06-2019|0.070000
248165|Tata Power Co. Ltd.|Non-Promoters|Trusts|30-09-2019|0.080000
248165|Tata Power Co. Ltd.|Non-Promoters|Trusts|31-12-2019|0.080000
248165|Tata Power Co. Ltd.|Non-Promoters|Trusts|31-03-2020|0.090000
248165|Tata Power Co. Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.080000
248165|Tata Power Co. Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.080000
248165|Tata Power Co. Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.080000
248165|Tata Power Co. Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.080000
248165|Tata Power Co. Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.160000
248165|Tata Power Co. Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.160000
248165|Tata Power Co. Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.160000
248165|Tata Power Co. Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.160000
248165|Tata Power Co. Ltd.|Promoters|Tata Investment Corporation Ltd|30-06-2019|0.250000
248165|Tata Power Co. Ltd.|Promoters|Tata Investment Corporation Ltd|30-09-2019|0.250000
248165|Tata Power Co. Ltd.|Promoters|Tata Investment Corporation Ltd|31-12-2019|0.250000
248165|Tata Power Co. Ltd.|Promoters|Tata Investment Corporation Ltd|31-03-2020|0.250000
248165|Tata Power Co. Ltd.|Promoters|Tata Motors Finance Limited|30-06-2019|0.000000
248165|Tata Power Co. Ltd.|Promoters|Tata Motors Finance Limited|30-09-2019|0.000000
248165|Tata Power Co. Ltd.|Promoters|Tata Motors Finance Limited|31-12-2019|0.000000
248165|Tata Power Co. Ltd.|Promoters|Tata Motors Finance Limited|31-03-2020|0.000000
248165|Tata Power Co. Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|31.040001
248165|Tata Power Co. Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|34.259998
248165|Tata Power Co. Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|34.259998
248165|Tata Power Co. Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|35.259998
248165|Tata Power Co. Ltd.|Promoters|Tata Steel Limited|30-06-2019|1.440000
248165|Tata Power Co. Ltd.|Promoters|Tata Steel Limited|30-09-2019|1.440000
